unidade;setor_centro_custo;ano;mes;obito_hospitalar;obito_institucional
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;2;2;2
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;3;1;1
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;4;1;1
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;5;3;3
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;6;1;1
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;8;2;2
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;9;3;3
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;10;1;1
CSPD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;12;1;1
CSSFA;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;2019;11;1;1
CSSFA;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;11;1;1
CSSFE;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;1;1;1
CSSFE;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;6;1;1
CSSFE;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;12;1;1
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;1;1;1
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;2;1;1
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;4;1;1
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;5;3;3
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;6;2;2
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;9;1;1
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;10;1;1
CSSI;UNIDADE INTERNAÇÃO - CLÍNICA MÉDICA FEMININA;2019;12;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;1;2;2
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;2;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;3;2;2
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;4;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;6;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;8;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;9;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;10;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;11;1;1
CSSI;UNIDADE INTERNAÇÃO - CLINICA MÉDICA MASCULINA;2019;12;2;2
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;1;5;5
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;2;4;4
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;3;2;2
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;4;5;5
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;5;5;5
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;6;3;3
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;7;5;5
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;8;3;3
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;9;2;2
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;10;4;4
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;11;3;2
CSSI;UNIDADE URGENCIA/EMERGENCIA;2019;12;2;2
HAC;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;3;2;2
HAC;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;4;1;1
HAC;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;5;1;1
HAC;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;6;1;1
HAC;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;10;2;2
HAC;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;12;1;1
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;1;18;17
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;2;21;21
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;3;15;14
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;4;12;12
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;5;16;16
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;6;18;18
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;7;15;15
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;8;16;16
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;9;15;15
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;10;16;16
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;11;13;13
HAC;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;12;12;12
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;1;3;3
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;2;10;10
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;3;8;7
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;4;11;10
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;5;8;7
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;6;7;5
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;7;3;2
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;8;6;6
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;9;8;6
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;10;4;4
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;11;3;2
HAC;UNIDADE URGENCIA/EMERGENCIA;2019;12;4;4
HAC;UTI;2019;1;9;8
HAC;UTI;2019;2;4;4
HAC;UTI;2019;3;7;7
HAC;UTI;2019;4;5;5
HAC;UTI;2019;5;11;10
HAC;UTI;2019;6;5;5
HAC;UTI;2019;7;7;7
HAC;UTI;2019;8;6;6
HAC;UTI;2019;9;7;7
HAC;UTI;2019;10;7;7
HAC;UTI;2019;11;4;4
HAC;UTI;2019;12;5;5
HCM;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;2019;1;4;4
HCM;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;2019;2;2;2
HCM;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;2019;5;2;2
HCM;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;2019;6;1;1
HCM;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;2019;7;6;6
HCM;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;2019;8;2;1
HCM;UNIDADE INTERNAÇÃO - CUIDADOS PROLONGADOS;2019;12;1;1
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;1;4;3
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;2;3;3
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;3;4;3
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;4;4;4
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;5;4;3
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;6;3;3
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;7;1;1
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;8;8;8
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;9;7;7
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;10;6;5
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;11;7;7
HEM;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS DOENÇAS INFECTO CONTAGIOSAS;2019;12;5;5
HEM;UTI;2019;1;9;9
HEM;UTI;2019;2;11;10
HEM;UTI;2019;3;12;10
HEM;UTI;2019;4;9;7
HEM;UTI;2019;5;8;7
HEM;UTI;2019;6;12;11
HEM;UTI;2019;7;7;7
HEM;UTI;2019;8;6;6
HEM;UTI;2019;9;12;11
HEM;UTI;2019;10;7;6
HEM;UTI;2019;11;11;11
HEM;UTI;2019;12;14;13
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;2;1;1
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;4;1;1
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;5;1;1
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;6;4;4
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;7;1;1
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;8;1;1
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;10;2;2
HIJPII;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;11;2;2
HIJPII;UNIDADE INTERNAÇÃO - CURTO PRAZO;2019;3;1;1
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2019;6;1;1
HIJPII;UNIDADE INTERNAÇÃO - DOENÇAS INFECTO-CONTAGIOSAS E PARASITÁRIAS;2019;8;1;1
HIJPII;UTI;2019;2;2;2
HIJPII;UTI;2019;3;1;1
HIJPII;UTI;2019;4;2;1
HIJPII;UTI;2019;5;3;3
HIJPII;UTI;2019;6;3;2
HIJPII;UTI;2019;7;3;3
HIJPII;UTI;2019;8;5;4
HIJPII;UTI;2019;9;2;2
HIJPII;UTI;2019;10;4;2
HIJPII;UTI;2019;11;4;4
HIJPII;UTI;2019;12;5;3
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;1;13;9
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;2;13;8
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;3;9;4
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;4;16;15
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;5;14;13
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;6;12;8
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;7;14;6
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;8;16;14
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;9;14;8
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;10;8;5
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;11;8;4
HJK;UNIDADE DE URGENCIA - CLINICA MEDICA;2019;12;10;6
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2019;4;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2019;6;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2019;9;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA CIRURGICA;2019;12;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;1;6;6
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;2;6;6
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;3;8;8
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;4;13;13
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;5;16;15
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;6;11;11
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;7;13;13
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;8;8;8
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;9;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;10;9;9
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;11;10;10
HJK;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;12;6;6
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;1;5;4
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;2;5;5
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;3;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;4;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;5;6;6
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;6;4;4
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;7;3;2
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;8;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;9;8;8
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;10;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;11;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA PNEUMOLOGICA;2019;12;4;3
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;1;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;2;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;3;3;3
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;4;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;6;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;8;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;9;2;2
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;10;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;11;1;1
HJK;UNIDADE INTERNAÇÃO - CLINICA TISIOLÓGICA;2019;12;2;2
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;2;2;2
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;4;3;3
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;5;3;3
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;6;2;2
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;8;1;1
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;9;3;1
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;10;2;2
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;11;2;1
HJK;UTI - NEONATAL E PEDIATRICO UTIN E UCIN;2019;12;2;2
HJK;UTI CTI;2019;1;20;19
HJK;UTI CTI;2019;2;17;16
HJK;UTI CTI;2019;3;15;15
HJK;UTI CTI;2019;4;14;13
HJK;UTI CTI;2019;5;11;11
HJK;UTI CTI;2019;6;16;15
HJK;UTI CTI;2019;7;17;17
HJK;UTI CTI;2019;8;13;13
HJK;UTI CTI;2019;9;15;15
HJK;UTI CTI;2019;10;26;21
HJK;UTI CTI;2019;11;19;18
HJK;UTI CTI;2019;12;14;14
HJXXIII;PRONTO SOCORRO;2019;1;10;4
HJXXIII;PRONTO SOCORRO;2019;2;6;1
HJXXIII;PRONTO SOCORRO;2019;3;6;4
HJXXIII;PRONTO SOCORRO;2019;4;4;3
HJXXIII;PRONTO SOCORRO;2019;5;11;6
HJXXIII;PRONTO SOCORRO;2019;6;10;4
HJXXIII;PRONTO SOCORRO;2019;7;10;8
HJXXIII;PRONTO SOCORRO;2019;8;10;6
HJXXIII;PRONTO SOCORRO;2019;9;17;8
HJXXIII;PRONTO SOCORRO;2019;10;13;5
HJXXIII;PRONTO SOCORRO;2019;11;11;4
HJXXIII;PRONTO SOCORRO;2019;12;8;4
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;1;2;2
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;2;3;3
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;3;3;3
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;4;2;2
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;5;9;9
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;6;2;2
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;7;3;2
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;8;5;5
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;9;7;6
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;10;4;4
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;11;1;1
HJXXIII;PRONTO SOCORRO SALA 08 - EMERG. CLINICAS;2019;12;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA GERAL 4º ANDAR;2019;10;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CIRURGIA PLÁSTICA 7º ANDAR;2019;3;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;1;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;2;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;3;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;4;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;5;6;6
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;6;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;7;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;8;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;9;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;10;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;11;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA CUIDADOS PROGRESSIVOS 3º ANDAR;2019;12;3;3
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;1;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;2;8;8
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;3;4;4
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;4;4;4
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;5;4;4
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;6;7;7
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;7;5;5
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;8;5;5
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;9;5;5
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA MÉDICA 6º ANDAR;2019;10;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;1;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;2;2;2
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;3;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;4;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;5;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;6;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;10;1;1
HJXXIII;UNIDADE INTERNAÇÃO - CLINICA NEUROLOGICA 5º ANDAR;2019;11;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;2;2;2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;3;3;3
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;4;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;5;2;2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;6;3;3
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;7;3;3
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;8;3;2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;9;1;1
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;10;2;2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;11;2;2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS GRAVES 9º ANDAR;2019;12;2;2
HJXXIII;UNIDADE INTERNAÇÃO - QUEIMADOS MÉDIOS - 8º ANDAR;2019;9;1;1
HJXXIII;UTI;2019;1;17;16
HJXXIII;UTI;2019;2;11;9
HJXXIII;UTI;2019;3;19;18
HJXXIII;UTI;2019;4;11;10
HJXXIII;UTI;2019;5;31;27
HJXXIII;UTI;2019;6;11;11
HJXXIII;UTI;2019;7;23;22
HJXXIII;UTI;2019;8;23;22
HJXXIII;UTI;2019;9;13;12
HJXXIII;UTI;2019;10;28;27
HJXXIII;UTI;2019;11;8;6
HJXXIII;UTI;2019;12;16;12
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;1;2;1
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;2;1;1
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;3;1;1
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;4;3;3
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;5;3;3
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;6;3;3
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;9;3;3
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;10;1;1
HJXXIII;UTI -  PEDIATRICO 2º ANDAR;2019;11;1;1
HRAD;OBSERVAÇÃO;2019;1;9;6
HRAD;OBSERVAÇÃO;2019;2;6;3
HRAD;OBSERVAÇÃO;2019;3;8;5
HRAD;OBSERVAÇÃO;2019;4;11;7
HRAD;OBSERVAÇÃO;2019;5;10;5
HRAD;OBSERVAÇÃO;2019;6;14;11
HRAD;OBSERVAÇÃO;2019;7;13;9
HRAD;OBSERVAÇÃO;2019;8;15;12
HRAD;OBSERVAÇÃO;2019;9;7;7
HRAD;OBSERVAÇÃO;2019;10;11;7
HRAD;OBSERVAÇÃO;2019;11;9;6
HRAD;OBSERVAÇÃO;2019;12;9;6
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;1;1;1
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;2;3;2
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;3;1;1
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;4;1;1
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;5;2;2
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;6;3;3
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;7;1;1
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;8;1;1
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;9;2;2
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;10;1;1
HRAD;UNIDADE INTERNAÇÃO - CIRURGIA GERAL;2019;11;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;1;7;7
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;2;6;6
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;3;7;7
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;4;8;8
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;5;4;4
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;6;2;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;7;11;10
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;8;11;11
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;9;9;9
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;10;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;11;5;5
HRAD;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2019;12;6;5
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2019;5;2;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2019;8;1;1
HRAD;UNIDADE INTERNAÇÃO - CLINICA ORTOPÉDICA;2019;10;2;2
HRAD;UNIDADE INTERNAÇÃO - CLINICA PEDIÁTRICA;2019;6;1;1
HRAD;UTI;2019;1;14;13
HRAD;UTI;2019;2;12;10
